"top_num","top_name","top_brand","top_hashtag","top_starrating","top_imgUrl","top_rank","top_hearts_count"
"1139175","화란 세미오버 니트 블랙","LMOOD","#니트#미니멀#화란#울니트#오버핏니트#니트컬렉션#라운드넥","4.9","https://image.msscdn.net/images/goods_img/20190902/1139175/1139175_5_500.jpg","1265","23863"
"1027576","LOCATION SHORT SLEEVE [WHITE]","VIVASTUDIO","#로케이션#로고#패밀리세일","4.7","https://image.msscdn.net/images/goods_img/20190425/1027576/1027576_4_500.jpg","1265","17823"
"1125753","NYC LOCATION SWEATSHIRT (BLACK) [LRPFCTM302MBKA]","GROOVE RHYME","#로고#맨투맨#티셔츠#오버핏#스웨트셔츠#오버핏맨투맨#맨투맨티셔츠#논기모","4.7","https://image.msscdn.net/images/goods_img/20190822/1125753/1125753_2_500.jpg","1265","10304"
"1719325","[패키지] [처비] [미들 테리] 스트링 스웨트셔츠 (9COLOR)","PARTIMENTO","#패키지#맨투맨#오버핏맨투맨#스웨트셔츠#크루넥#오버사이즈#세트#캐릭터","4.8","https://image.msscdn.net/images/goods_img/20201210/1719325/1719325_1_500.jpg","1265","12412"
"2058137","2PACK SMALL ARCH LS NAVY / WHITE","YALE","#롱슬리브#긴팔티#오버핏#시티보이#롱슬리브티#루즈핏#로고#아이비리그","4.9","https://image.msscdn.net/images/goods_img/20210811/2058137/2058137_2_500.jpg","1265","4122"
"1548176","CORPORATE PIGMENT L/S TEE JA [BLUE]","VIVASTUDIO","#긴팔#로고스웨트#롱슬리브#티셔츠#패밀리세일","4.7","https://image.msscdn.net/images/goods_img/20200813/1548176/1548176_2_500.jpg","1265","282"
"2424454","[LUCKY LE MATCH]Color-blocked Cropped Polo (for women)_QWTAX22283PPL","LUCKYMARCHE","#LU#럭키르매치","","https://image.msscdn.net/images/goods_img/20220316/2424454/2424454_1_500.jpg","1265","28"
"1536398","[처비][미들 테리] 스트링 스웨트셔츠 차콜","PARTIMENTO","#맨투맨#스웨트셔츠#오버핏맨투맨#자수#CHUBBY#연말빅세일#처비#논기모#캐릭터","4.8","https://image.msscdn.net/images/goods_img/20200804/1536398/1536398_1_500.jpg","1265","20935"
"1130427","브리드 모크넥 롱 슬리브 티셔츠 [BLACK]","DRAW FIT","#모크넥#목폴라#반폴라#터틀넥#폴라티","4.6","https://image.msscdn.net/images/goods_img/20190827/1130427/1130427_3_500.jpg","1265","2290"
"1111123","ORIGIN LOGO CREWNECK GREY(MG2BSMM485A)","MAHAGRID","#로고스웨트#맨투맨#스웻셔츠#기모","4.7","https://image.msscdn.net/images/goods_img/20190806/1111123/1111123_2_500.jpg","1265","5428"
"499561","(2PACK) T425 무지 반팔티 (11 color)","CHAMPION","","4.5","https://image.msscdn.net/images/goods_img/20170315/499561/499561_9_500.jpg","1265","20528"
"1545498","부클 쿠퍼 로고 맨투맨 그린","COVERNAT","#맨투맨#크루넥#로고#루즈핏맨투맨#오버핏맨투맨#스웨트셔츠#기모#스웨트특가","4.8","https://image.msscdn.net/images/goods_img/20200811/1545498/1545498_2_500.jpg","1265","4844"
"1841005","DCPS LINE TAPE ANORAK SET [BLACK]","DECOMPAS","#트레이닝자켓#자켓#트레이닝#집업자켓#남녀공용#츄리닝#트레이닝복","4","https://image.msscdn.net/images/goods_img/20210311/1841005/1841005_1_500.jpg","1265","90"
"1595032","벌키 브러쉬 아가일 니트 BLACK","KNITTED","#니트#스웨터#아가일#니트컬렉션#패턴#라운드니트#아가일니트","4.8","https://image.msscdn.net/images/goods_img/20200910/1595032/1595032_7_500.jpg","1265","22972"
"751030","라인 서퍼맨 티셔츠 화이트","COVERNAT","#그래픽#반팔#서퍼맨#오버핏#트로피컬","4.8","https://image.msscdn.net/images/goods_img/20180406/751030/751030_5_500.jpg","1265","27063"
"956939","1960 sweatshirts navy","UNIFORM BRIDGE","#맨투맨#스웻셔츠#오버사이즈#헤비코튼#1960#캐리오버","4.8","https://image.msscdn.net/images/goods_img/20190218/956939/956939_3_500.jpg","1265","39965"
"2351456","RSU.Sweet Jack Sweat Shirts(GRAY)","ROYAL SPORTS UNION","#맨투맨#남자맨투맨#커플맨투맨#스웨트셔츠#그래픽맨투맨#오버핏맨투맨#루즈핏맨투맨","4.9","https://image.msscdn.net/images/goods_img/20220210/2351456/2351456_4_500.jpg","1265","1668"
"859956","플러프 무드 체크 셔츠 S24 네이비","DIAMOND LAYLA","#남방#셔츠#오버사이즈셔츠#체크#체크셔츠#오버핏셔츠#긴팔셔츠","4.8","https://image.msscdn.net/images/goods_img/20180917/859956/859956_7_500.jpg","1265","49590"
"2388717","커시브 하프 집업 스웨트셔츠 헤더그레이","ADLIELOS","#반집업#맨투맨티셔츠#루즈핏맨투맨#오버핏맨투맨#맨투맨#스웨트셔츠#하프집업스웨트","4.9","https://image.msscdn.net/images/goods_img/20220228/2388717/2388717_2_500.jpg","1265","118"
"728000","베이식 옥스포드 셔츠 [화이트]","MUSINSA STANDARD","#레귤러핏#긴팔셔츠#남방#기본셔츠#무탠픽업","4.7","https://image.msscdn.net/images/goods_img/20180305/728000/728000_4_500.jpg","1265","12016"
"606067","소프트코튼 드랍숄더 오버핏 와플 니트 BLACK","KNITTED","#니트#라운드니트#남자니트#스웨터#하찌니트#니트컬렉션","4.7","https://image.msscdn.net/images/goods_img/20170822/606067/606067_12_500.jpg","1265","15448"
"2227529","OW LOVE KNIT(BLACK)","LUV IS TRUE","#긴팔니트#겨울니트#니트#여자니트#라운드니트#롱슬리브#스웨터","4.8","https://image.msscdn.net/images/goods_img/20211111/2227529/2227529_1_500.jpg","1265","17043"
"1615818","[패키지] 로그 오버핏 기모 후드 7종 2Pack YHHD2302","JEMUT","#오버핏#후디#후드#기모후드#후드티#오버핏후드","4.8","https://image.msscdn.net/images/goods_img/20200922/1615818/1615818_2_500.jpg","1265","9368"
"1526693","DOLPHIN LS TEE WHITE(MG2AFMT562A)","MAHAGRID","#긴팔티#티셔츠#업데이트","4.8","https://image.msscdn.net/images/goods_img/20200724/1526693/1526693_1_500.jpg","1265","611"
